name,salary_from,salary_to,salary_currency,area_name,published_at
Фрезеровщик 6 разряда,38000,45000,RUR,Томск,2022-12-27T07:55:18+0300
Наладчик оборудования керамического производства,27000,40000,RUR,Самара,2022-12-27T07:21:00+0300
Сервисный инженер,60000,60000,RUR,Прокопьевск,2022-12-27T07:36:00+0300
Оператор станка с ЧПУ,38000,65000,RUR,Пермь,2022-12-27T07:38:56+0300
Ведущий специалист отдела методологии (Бизнес-аналитик),54000,,RUR,Тюмень,2022-12-27T07:30:03+0300
Контрольный механик в таксопарк,30000,35000,RUR,Кемерово,2022-12-27T07:06:27+0300
Системный аналитик 1С (Стажер),40000,60000,RUR,Красноярск,2022-12-27T07:39:18+0300
Механик по ремонту дизельных двигателей,230000,,KZT,Алматы,2022-12-27T07:00:40+0300
Сервисный инженер,40000,50000,RUR,Белгород,2022-12-27T07:55:12+0300
Программист 1С,100000,,RUR,Омск,2022-12-27T07:51:31+0300
Junior Frontend Developer,60000,,RUR,Екатеринбург,2022-12-27T08:35:55+0300
Программист (junior),50000,,RUR,Екатеринбург,2022-12-27T08:14:37+0300
Системный администратор,50000,80000,RUR,Псков,2022-12-27T08:48:39+0300
Помощник дизайнера,50000,,RUR,Санкт-Петербург,2022-12-27T08:50:59+0300
Механик,,100000,RUR,Иркутск,2022-12-27T08:01:52+0300
Инженер-программист,70000,,RUR,Ульяновск,2022-12-27T08:08:08+0300
Оператор станков с ПУ (ученик),50000,90000,RUR,Челябинск,2022-12-27T08:21:58+0300
Специалист по IT,,60000,RUR,Тюмень,2022-12-27T08:42:35+0300
Продуктовый аналитик,400000,,KZT,Астана,2022-12-27T08:56:12+0300
Главный механик,87000,87000,RUR,Энгельс,2022-12-27T08:16:03+0300
Художник,27000,30000,RUR,Иркутск,2022-12-27T08:44:54+0300
Механик,250000,,KZT,Алматы,2022-12-27T08:42:16+0300
"Machine Learning Engineer, Разработка средств автоматического распознавания чертежей",80000,,RUR,Уфа,2022-12-27T08:07:42+0300
Начинающий лингвист-аналитик,25000,,RUR,Пермь,2022-12-27T08:08:01+0300
Эксперт поддержки,48000,,RUR,Екатеринбург,2022-12-27T08:57:38+0300
Помощник в котельную,180000,250000,RUR,Москва,2022-12-27T08:44:02+0300
Дизайнер-иллюстратор,57000,,RUR,Краснодар,2022-12-27T08:24:56+0300
Проект-менеджер,10000000,,UZS,Ташкент,2022-12-27T08:17:01+0300
Помощник оператора станков с программным управлением,40000,,RUR,Барнаул,2022-12-27T08:07:32+0300
Графический дизайнер,120000,180000,KZT,Караганда,2022-12-27T08:54:43+0300
Механик автомобильной техники,350000,,KZT,Семей,2022-12-27T08:06:15+0300
Backend-разработчик на Python,60000,,RUR,Екатеринбург,2022-12-27T08:34:52+0300
Сервисный инженер (частичная занятость),30000,40000,RUR,Орск,2022-12-27T08:18:18+0300
Дизайнер,,300000,KZT,Астана,2022-12-27T08:39:56+0300
Программист-стажер 1C,35000,50000,RUR,Екатеринбург,2022-12-27T08:12:31+0300
Инженер связи,65000,,RUR,Новосибирск,2022-12-27T08:33:50+0300
Стажер-программист 1С,60000,100000,RUR,Самара,2022-12-27T08:12:15+0300
Маркетолог-аналитик,45000,,RUR,Орел,2022-12-27T08:53:32+0300
Производитель электромонтажных работ,140000,,RUR,Хабаровск,2022-12-27T08:24:06+0300
Главный механик,,60000,RUR,Красноярск,2022-12-27T08:25:59+0300
Инженер (Робототехника) / Казахстан,100000,,RUR,Санкт-Петербург,2022-12-27T08:46:44+0300
Инженер технической поддержки,85000,85000,RUR,Москва,2022-12-27T08:17:21+0300
Системный администратор,46000,46000,RUR,Пенза,2022-12-27T08:30:26+0300
Оператор станков с ЧПУ,30000,47000,RUR,Нижняя Тура,2022-12-27T08:09:25+0300
Производитель электромонтажных работ,140000,,RUR,Чита,2022-12-27T08:24:06+0300
Presale manager,60000,,RUR,Челябинск,2022-12-27T08:09:20+0300
Консультант письменной поддержки в Медиасервисы,13000,33800,RUR,Москва,2022-12-27T08:27:15+0300
Сервисный инженер / Компьютерный мастер,,250000,RUR,Москва,2022-12-27T08:19:17+0300
Сервисный инженер,29000,35500,RUR,Ижевск,2022-12-27T08:21:00+0300
Проектный менеджер/Project Manager,350000,,KZT,Караганда,2022-12-27T08:30:11+0300
Графический дизайнер,35000,55000,RUR,Владивосток,2022-12-27T08:26:06+0300
Редактор сайта,32000,32000,RUR,Екатеринбург,2022-12-27T08:48:19+0300
Системный администратор,55000,,RUR,Хабаровск,2022-12-27T08:31:00+0300
Программист 1С,80000,100000,RUR,Воронеж,2022-12-27T08:09:46+0300
Оператор станков с ЧПУ,,90000,RUR,Казань,2022-12-27T08:39:32+0300
Корреспондент,50000,,RUR,Санкт-Петербург,2022-12-27T08:32:57+0300
Инженер/Мастер ремонта бензо/дизельной/мототехники,80000,120000,RUR,Санкт-Петербург,2022-12-27T08:55:28+0300
Системный администратор,50000,50000,RUR,Воронеж,2022-12-27T08:01:13+0300
Оператор станков с ЧПУ,30000,47000,RUR,Лесной,2022-12-27T08:09:25+0300
Механик,200000,200000,KZT,Астана,2022-12-27T08:40:09+0300
Моушн дизайнер/3D дженералист,90000,150000,RUR,Москва,2022-12-27T08:07:06+0300
Консультант службы технической поддержки клиентов iiko (2 линия),70000,,RUR,Санкт-Петербург,2022-12-27T08:51:45+0300
Специалист в отдел информационной безопасности,50000,55000,RUR,Омск,2022-12-27T08:35:22+0300
Дизайнер / Графический дизайнер,150000,300000,KZT,Караганда,2022-12-27T08:12:32+0300
QA Automation engineer,100000,,RUR,Екатеринбург,2022-12-27T08:16:07+0300
Техник-механик,80000,,RUR,Кингисепп,2022-12-27T08:18:17+0300
Программист веб-ресурсов,80000,100000,RUR,Владивосток,2022-12-27T08:52:29+0300
Сварщик / оператор станка,60000,,RUR,Краснодар,2022-12-27T08:27:04+0300
Графический дизайнер,60000,,RUR,Санкт-Петербург,2022-12-27T08:46:51+0300
Инженер QA (Тестировщик),90000,,RUR,Челябинск,2022-12-27T08:14:03+0300
Программист,80000,110000,RUR,Владивосток,2022-12-27T08:52:30+0300
Консультант 1С,40000,,RUR,Новосибирск,2022-12-27T08:06:52+0300
Ученик оператора-наладчика токарного/фрезерного станков с ЧПУ,40000,55000,RUR,Екатеринбург,2022-12-27T08:33:39+0300
Слесарь-механик,80000,,RUR,Иваново (Ивановская область),2022-12-27T08:32:31+0300
"Механик, горно-транспортная техника",110000,,RUR,Чита,2022-12-27T08:42:47+0300
Инженер-программист станков с ЧПУ,80000,,RUR,Санкт-Петербург,2022-12-27T08:36:10+0300
Инженер-программист участка АСУТП и КИПиА,53850,53850,RUR,Новотроицк (Оренбургская область),2022-12-27T08:54:17+0300
Специалист по ремонту компьютерной техники,28000,36000,RUR,Саратов,2022-12-27T08:50:06+0300
Производитель электромонтажных работ,140000,,RUR,Благовещенск (Амурская область),2022-12-27T08:24:06+0300
Оператор лазерного станка с ЧПУ,50000,,RUR,Барнаул,2022-12-27T08:07:28+0300
Оператор станков с ЧПУ (трубопроводное производство),48000,,RUR,Нижний Новгород,2022-12-27T08:30:30+0300
Middle Python разработчик,100000,200000,RUR,Москва,2022-12-27T08:24:49+0300
Консультант письменной поддержки в Медиасервисы,13000,33800,RUR,Санкт-Петербург,2022-12-27T08:27:17+0300
Cпециалист техподдержки,45000,45000,RUR,Новосибирск,2022-12-27T08:07:08+0300
Системный администратор / IT специалист,,50000,RUR,Тюмень,2022-12-27T08:42:17+0300
Специалист по защите информации,22000,45000,RUR,Воронеж,2022-12-27T08:08:36+0300
Полировщик,35000,40000,RUR,Тольятти,2022-12-27T08:04:45+0300
Графический дизайнер,6000000,7000000,UZS,Ташкент,2022-12-27T08:09:11+0300
Инженер-электроник,80000,80000,RUR,Санкт-Петербург,2022-12-27T08:21:51+0300
Электромеханик (производство),65000,,RUR,Екатеринбург,2022-12-27T08:24:20+0300
Технический специалист (инженер) по направлению серверов и систем хранения данных,50000,,RUR,Екатеринбург,2022-12-27T08:42:31+0300
